signal_date,ticker,er3,er8,er20,adv20,adj_close,market_cap_used,vol20_ann,up_day_ratio20,er_consistency_penalty,er20_vol_score,book,stage,rank,trade_date,spy_ma,spy_above_ma,allow_new_buys,market_filter_mode,selection_style,spy_vol_ann,high_vol_regime,target_count_cap,name,industry_labels,spy_adj_close,spy_ma100,action,planned_holding
2026-04-20,US.MRVL,0.08582159515179844,0.24400283331379713,0.5898192179909618,3213608862.6216974,147.84,129256512000.0,0.6938750756295355,0.75,0.5039976228391634,0.8500366113537564,long,top10,1,,663.67946891238,True,True,configured_price_above_ma,waterfall,0.17979749531445183,False,10,迈威尔科技,半导体,708.72,679.02182970711,keep,True
2026-04-20,US.AMD,0.05265829918316567,0.13766266299765473,0.2729258107391297,8229046311.354001,274.95,448281461282.85,0.541167917061941,0.8,0.22026751155596402,0.5043274039985101,long,top10,2,,663.67946891238,True,True,configured_price_above_ma,waterfall,0.17979749531445183,False,10,美国超微公司,半导体,708.72,679.02182970711,keep,True
2026-04-20,US.FCX,0.008999007983175433,0.03202076331114845,0.25750776721218993,985096081.9884542,70.18,100862808709.08,0.44279922541303124,0.7,0.2485087592290145,0.5815452070224233,long,top10,3,,663.67946891238,True,True,configured_price_above_ma,waterfall,0.17979749531445183,False,10,麦克莫兰铜金,铜,708.72,679.02182970711,keep,True
2026-04-20,US.ARM,0.086364063144303,0.12749118895999811,0.23026468290976565,1321816794.80925,175.1,185956200000.0,0.846281529118416,0.55,0.14390061976546265,0.27208993105360074,long,top10,4,,663.67946891238,True,True,configured_price_above_ma,waterfall,0.17979749531445183,False,10,Arm Holdings,半导体,708.72,679.02182970711,keep,True
2026-04-20,US.STX,0.026235898301895544,0.03916099593792044,0.22207288402405156,1661182404.0578458,539.75,120917696696.0,0.669454600989877,0.7,0.19583698572215602,0.331722096906478,long,top10,5,,663.67946891238,True,True,configured_price_above_ma,waterfall,0.17979749531445183,False,10,希捷科技,计算机硬件,708.72,679.02182970711,keep,True
2026-04-20,US.DELL,0.139531879935761,0.0528154926044202,0.20262123935493404,1501059047.0601125,203.609999866,131887663632.24,0.6478279569300675,0.55,0.23652213408185463,0.31277013779262824,long,top10,6,,663.67946891238,True,True,configured_price_above_ma,waterfall,0.17979749531445183,False,10,戴尔科技,计算机硬件,708.72,679.02182970711,keep,True
2026-04-20,US.SNDK,0.011342489409678969,0.12080253866721735,0.1937266261628232,13632027591.3095,913.02,134762639455.44,0.9814796366153603,0.55,0.18238413675314424,0.19738221653878718,long,top10,7,,663.67946891238,True,True,configured_price_above_ma,waterfall,0.17979749531445183,False,10,闪迪,计算机硬件,708.72,679.02182970711,buy,True
2026-04-20,US.WDC,0.01241497177253148,0.05589910911183815,0.18364781544671893,2372506516.136,374.11,126837476999.42,0.7211806653098857,0.65,0.17123284367418745,0.2546488338921384,long,top10,8,,663.67946891238,True,True,configured_price_above_ma,waterfall,0.17979749531445183,False,10,西部数据,计算机硬件,708.72,679.02182970711,buy,True
2026-04-20,US.ANET,0.06858092997098364,0.10174755968466531,0.1787862353489451,950960945.4220002,166.85,210092420730.3,0.6206340559910786,0.7,0.11020530537796147,0.2880702946012926,long,top10,9,,663.67946891238,True,True,configured_price_above_ma,waterfall,0.17979749531445183,False,10,Arista Networks,计算机硬件,708.72,679.02182970711,keep,True
2026-04-20,US.TXN,0.06794984916000657,0.07033023133394378,0.1557216323297086,1170393350.781,233.7,212775291204.9,0.31510728151241063,0.7,0.08777178316970202,0.49418608031619043,long,top10,10,,663.67946891238,True,True,configured_price_above_ma,waterfall,0.17979749531445183,False,10,德州仪器,半导体,708.72,679.02182970711,keep,True
